cnpj_cia;cd_cvm;denom_social;denom_comerc;dt_const;setor_ativ;sit_emissor;controle_acionario;logradouro;compl;bairro;mun;uf;cep;auditor;descricao;site;ticker
01.258.944/0001-26;15709;RUMO MALHA SUL S.A.;ALL - AMÉRICA LATINA LOGÍSTICA MALHA SUL S.A.;1996-04-30;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO;Rua Emílio Bertolini;100;Cajuru;CURITIBA;PR;82920030.0;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;Prestar serviço de transporte ferroviário e armazenagens de cargas.;www.ri.rumolog.com;
02.387.241/0001-60;17450;RUMO S.A.;ALL - AMÉRICA LATINA LOGÍSTICA S.A.;1997-09-30;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO HOLDING;Rua Emílio Bertolini;100;Cajuru;CURITIBA;PR;82920030.0;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;Prestar serviços de transporte de cargas através dos modais ferroviário e rodoviário, dentre outros, isoladamente ou combinados entre si de forma intermodal ou multimodal, entre outros.;www.rumolog.com;['RAIL3']
03.818.379/0001-30;24490;SABER SERVIÇOS EDUCACIONAIS S.A.;SABER SERVIÇOS EDUCACIONAIS S.A.;2000-05-15;Educação;FASE OPERACIONAL;PRIVADO;Rua dos Guajajaras, nº 591;4º andar, sala 1;Lourdes;BELO HORIZONTE;MG;30180101.0;KPMG AUDITORES INDEPENDENTES LTDA.;Administração instituições que ministrem educação infantil (pré-escola e creche), ensino fundamental e médio que prestem serviços de consultoria que realizem pesquisas e promovam treinamento.;http://ri.cogna.com.br/documentos-cvm/documentos-saber/;
13.522.948/0001-59;27138;SAFIRA HOLDING S.A.;SAFIRA HOLDING S.A.;2011-04-05;Energia Elétrica;FASE OPERACIONAL;PRIVADO;Alameda Rio Negro, nº 500 Torre A, Edifício West Towers;12º andar, Sl. 1.202;Alphaville Industria;BARUERI;SP;6454000.0;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;Holdings de instituições financeiras e não financeiras geração e comercialização de energia em todas as suas formas assessoria empresarial manutenção e gestão de sistema fotovoltaico, dentre outros;https://ri.gpsafira.com.br/;
15.494.541/0001-90;23540;SALUS INFRAESTRUTURA PORTUÁRIA S.A.;;2012-03-27;Construção Civil, Mat. Constr. e Decoração;FASE PRÉ-OPERACIONAL;PRIVADO;Rua do Rocio, nº 350;14º andar, parte;Vila Olimpia;SÃO PAULO;SP;4552000.0;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;Infraestrutura Portuária;www.salusinfraestrutura.com;
01.616.929/0001-02;19186;SANEAMENTO DE GOIAS SA;SANEAGO;1967-09-13;Saneamento, Serv. Água e Gás;FASE OPERACIONAL;ESTATAL;Av. Fued José Sebba, nº 1245;Ed. Sede;Jardim Goiás;GOIÂNIA;GO;74805100.0;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;Prestar serviços de Saneamento Básico: abastecimento de água, esgotamento sanitário, limpeza urbana, drenagem urbana, manejos de resíduos sólidos e de águas pluviais, e proteção dos recursos hídricos.;www.saneago.com.br;
02.724.983/0001-34;19593;SANESALTO SANEAMENTO SA;SANESALTO;1996-11-03;Saneamento, Serv. Água e Gás;FASE OPERACIONAL;PRIVADO;Rua 9 de Julho, 849;NÃO;Centro;SALTO;SP;13320005.0;KPMG AUDITORES ASSOCIADOS;Tratamento de esgoto do município de Salto-SP;www.sanesalto.com.br;
14.807.945/0001-24;12696;SANSUY SA INDÚSTRIA  DE PLASTICOS;SANSUY S.A. INDÚSTRIA DE PLÁSTICOS;1979-09-10;Petroquímicos e Borracha;FASE OPERACIONAL;PRIVADO;Rua dos Plásticos, 761;;Àrea Indl. Leste;CAMAÇARI;BA;42816230.0;OPINION AUDITORES INDEPENDENTES EPP;INDÚSTRIA E COMÉRCIO DE ARTEFATOS PLÁSTICOS;www.sansuy.com.br;['SNSY3', 'SNSY5', 'SNSY6']
00.897.864/0001-58;15199;SANTA CATARINA PART INVEST SA;INVESC;1995-10-30;Intermediação Financeira;FASE OPERACIONAL;ESTATAL;Rodovia SC 401, km 5 , nº 4600,;Bloco 3, Atico;Saco Grande II;FLORIANÓPOLIS;SC;88032000.0;MÜLLER & PREI AUDITORES INDEPENDENTES S/S;Geração de recursos para alocação em investimentos públicos no território catarinense captados pela emissão de obrigações - Adm. Pública em Geral.;;
09.391.823/0001-60;23388;SANTO ANTONIO ENERGIA S.A.;;2008-01-17;Energia Elétrica;FASE OPERACIONAL;PRIVADO;Rua Quitanda, 196;Loja A;Centro;RIO DE JANEIRO;RJ;20091005.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;Desenvolvimento do projeto de implementação da UHE Santo Antônio e seu sistema de transmissão, assim como a condução de todas as atividades necessárias à construção, operação, manutenção e exploração.;http://www.santoantonioenergia.com.br/;
02.762.121/0001-04;17892;SANTOS BRASIL PARTICIPAÇÕES S.A.;SANTOS BRASIL PARTICIPAÇÕES S.A.;1998-08-25;Serviços Transporte e Logística;FASE OPERACIONAL;ESTATAL HOLDING;Rua Joaquim Floriano, 413 - 10º andar;cj 101 e 102;Itaim Bibi;SÃO PAULO;SP;4534011.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;A Companhia tem por objeto a exploração portuária através de operações com contêineres, carga geral, veículos, granéis ou afins, operações de logística integrada e a participação em outras sociedades.;www.santosbrasil.com.br;['STPB3', 'STBP11']
29.780.061/0001-09;13781;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;SÃO CARLOS EMPREEND.E PARTICIPAÇÕES S.A.;1985-10-10;Sem Setor Principal;FASE OPERACIONAL;PRIVADO;Rua Dr. Eduardo de Souza Aranha, 153;12o andar;Vila Nova Conceição;SÃO PAULO;SP;4543904.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;Compra e venda de imóveis prontos ou a construir locação de bens imóveis administração de empreendimentos imobiliários próprios ou de terceiros exercício de outras atividades correlatas e outros;http://www.scsa.com.br;['SCAR3']
51.466.860/0001-56;20516;SÃO MARTINHO SA;SÃO MARTINHO SA;1937-07-14;Agricultura (Açúcar, Álcool e Cana);FASE OPERACIONAL;PRIVADO;FAZENDA SÃO MARTINHO, S/NR.;;ZONA RURAL;PRADÓPOLIS;SP;14850000.0;KPMG AUDITORES INDEPENDENTES LTDA.;Fabricação e comércio de açúcar, álcool e derivados.;www.saomartinho.com.br;['SMTO3']
62.002.886/0001-60;9415;SÃO PAULO TURISMO S.A.;SÃO PAULO TURISMO S. A.;1968-02-05;Hospedagem e Turismo;FASE OPERACIONAL;ESTATAL;Rua Boa Vista, 280;11º andar;Centro Histórico;SÃO PAULO;SP;1014908.0;CONATUS AUDITORES INDEPENDENTES S/S;Fiscalização da concessão do Complexo Anhembi, produção e organização de eventos, formulação e execução da político de turismo do Município de São Paulo.;www.spturis.com;['AHEB3', 'AHEB5', 'AHEB6']
60.500.139/0001-26;10472;SARAIVA LIVREIROS S.A. - FALIDA;EDITORA SARAIVA;1947-12-08;Comércio (Atacado e Varejo);FALIDA;PRIVADO;Rua Quirino dos Santos, 410;;Várzea Barra Funda;SÃO PAULO;SP;1141020.0;RSM BRASIL AUDITORES INDEPENDENTES LTDA.;Edição, indústria e comércio de livros e publicações em geral.;http://www.saraivari.com.br;['SLED3', 'SLED4']
06.347.409/0001-65;25410;SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.;SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.;2004-06-23;Comércio (Atacado e Varejo);FASE OPERACIONAL;PRIVADO HOLDING;Rua Hugo D'Antola;200;Lapa;SÃO PAULO;SP;5038090.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;A Companhia tem como atividade principal o comércio de artigos relacionados ao setor esportivo.;https://ri.gruposbf.com.br/;
84.693.183/0001-68;14664;SCHULZ SA;SCHULZ;1963-06-12;Metalurgia e Siderurgia;FASE OPERACIONAL;PRIVADO;Rua: Dona Francisca, 6901;.;Distrito Industrial;JOINVILLE;SC;89219600.0;VGA AUDITORES INDEPENDENTES SOCIEDADE SIMPLES LTDA;Indústria Metalúrgica;www.schulzsa.com;['SHUL3', 'SHUL4']
07.119.838/0001-48;19720;SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;2004-09-14;Securitização de Recebíveis;FASE OPERACIONAL;PRIVADO;Rua das Olimpíadas , 242;7º andar;VIla Olímpia;SÃO PAULO;SP;4551000.0;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;(i) Aquisição e securitização de créditos decorrentes de operações de financiamento imobiliário e (ii) Emissão e colocação de Certificados de Recebíveis Imobiliários no mercado financeiro.;www.cyrela.com.br/ri;
87.043.832/0001-73;10561;SEIVA S.A. - FLORESTAS E INDÚSTRIAS;SEIVA S.A. - FLORESTAS E INDÚSTRIAS;1971-12-29;Reflorestamento;FASE OPERACIONAL;PRIVADO;Avenida Doutora Ruth Cardoso, 8501;8º andar;Pinheiros;SÃO PAULO;SP;5425070.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;;https://www.gerdau.com.br/;['SEIVA', 'SEIVA']
06.057.223/0001-71;25372;SENDAS DISTRIBUIDORA S.A.;SENDAS DISTRIBUIDORA S.A.;2003-12-18;Comércio (Atacado e Varejo);FASE OPERACIONAL;PRIVADO HOLDING;Av. Ayrton Senna, 6.000, Lote 2;Pal 48959, Anexo A;Jacarepaguá;RIO DE JANEIRO;RJ;22775005.0;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;Atacadista de autosserviços;www.assai.com.br;['ASAI3']
80.680.093/0001-81;26786;SENIOR SISTEMAS S.A.;SENIOR SISTEMAS S.A.;1988-05-24;Comunicação e Informática;FASE OPERACIONAL;PRIVADO;Rua São Paulo, n° 825;;Victor Konder;BLUMENAU;SC;89012001.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;Desenvolvimento de programas de computador sob encomenda, consultoria, suporte técnico, manutenção e outros serviços em tecnologia da informação.;https://ri.senior.com.br/;
01.599.101/0001-93;25160;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;;1996-12-05;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO;Avenida Isaltino Victor de Moraes, 437, Térreo;Módulo D, Bloco 100;Vila Bonfim;EMBU DAS ARTES;SP;6806400.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;Logística,transporte rodoviário de cargas em geral, municipal, intermunicipal, estadual e interestadual, serviços de entrega rápida e carga e descarga, dentre outros.;https://ri.sequoialog.com.br;['SEQL3']
04.986.320/0001-13;23221;SER EDUCACIONAL S.A.;;2002-03-19;Educação;FASE OPERACIONAL;PRIVADO;Av. da Saudade, 254;;Santo Amaro;RECIFE;PE;50100200.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;Desenvolvimento e a administração de atividades e instituições no setor de educação e outras áreas associadas administração de bens e negócios próprios e participação em outras sociedades.;http://ri.sereducacional.com/;['SEER3']
42.500.384/0001-51;26441;SERENA ENERGIA S.A.;SERENA ENERGIA S.A.;2021-06-28;Energia Elétrica;FASE OPERACIONAL;PRIVADO;Rua Elvira Ferraz, nº68;12 andar, cj 123 124;Vila Olímpia;SÃO PAULO;SP;4552040.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;Atividades de prospecção, estudos, projetos, construção, geração e manutenção de ativos de energ. elét. renov. comerc. energ. elét. criar e desenv. sist. info. fazer estudos, dentre outros.;https://ri.srna.co/;['SRNA3']
09.149.503/0001-06;23426;SERENA GERAÇÃO S.A.;SERENA GERAÇÃO S.A.;2007-09-26;Energia Elétrica;FASE OPERACIONAL;PRIVADO;RUA ELVIRA FERRAZ, Nº 68;4º ANDAR, SALA 401;VILA OLíMPIA;SÃO PAULO;SP;4552040.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;Geração e comercialização de energia elétrica ou Participação, direta ou por meio de joint venture, consórcio ou qualquer outra sociedade, em ativos que já tenham atingido a fase operacional.;https://ri.srna.co/;
61.156.931/0001-78;12823;SIDERURGICA J L ALIPERTI SA;ALIPERTI;1924-01-02;Metalurgia e Siderurgia;FASE OPERACIONAL;PRIVADO;Rua Afonso Aliperti;180;Agua Funda;SÃO PAULO;SP;4156090.0;SAX AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES - ME;Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores;www.aliperti.com.br;['APTI3', 'APTI4']
07.415.333/0001-20;25003;SIMPAR S.A.;SIMPAR S.A.;2005-06-03;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO;Rua Doutor Renato Paes de Barros, 1017;10º andar, cj. 101;Itaim Bibi;SÃO PAULO;SP;4530001.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;Participação em outras sociedades empresariais, como sócia ou acionista.;http://ri.simpar.com.br/pt-br;['SIMH3']
89.096.457/0001-55;20745;SLC AGRICOLA SA;SLC AGRICOLA SA;1977-07-21;Agricultura (Açúcar, Álcool e Cana);FASE OPERACIONAL;PRIVADO;Av. Nilo Peçanha, 2.900;sala 301;Chácara das Pedras;PORTO ALEGRE;RS;91330001.0;KPMG AUDITORES INDEPENDENTES LTDA.;Produção e comercialização de algodão, soja, milho, sementes, engorda de bovinos entre outros.;www.slcagricola.com.br;['SLCE3']
07.594.978/0001-78;24260;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;2005-07-19;Brinquedos e Lazer;FASE OPERACIONAL;PRIVADO;Avenida Paulista, nº 1.294;2º andar;Bela Vista;SÃO PAULO;SP;1310100.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;A Companhia tem como atividade preponderante a prestação de serviços de condicionamento físico, por meio de academias de ginástica, musculação, dança e natação.;www.smartfit.com.br;['SMFT3']
73.903.718/0001-61;14303;SNB PARTICIPACOES SA;SNB PARTICIPAÇÕES S/A;1993-11-15;Comércio (Atacado e Varejo);FASE OPERACIONAL;PRIVADO;RUA SETE DE SETEMBRO, 1213;NEUMARKT;CENTRO;BLUMENAU;SC;89010203.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;Aluguel de Imóveis Próprios;www.almeidajunior.com.br;
46.119.855/0001-37;16241;SOCIEDADE ABASTECIMENTO DE AGUA E SANEAMENTO SA;SANASA-CAMPINAS;1974-08-28;Saneamento, Serv. Água e Gás;FASE OPERACIONAL;ESTATAL;Avenida da Saudade, nº 500;;Ponte Preta;CAMPINAS;SP;13041903.0;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;Planejar, executar e operar serviços públicos de abastecimento e tratamento de água e coleta eafastamento de esgotos sanitários no Município de Campinas.;www.sanasa.com.br;
41.052.420/0001-07;27014;SOLAR BEBIDAS S.A.;SOLAR BEBIDAS S.A.;2021-03-02;Bebidas e Fumo;FASE OPERACIONAL;PRIVADO;Avenida Washington Soares n° 55;9º andar, Sala 915;Edson Queiroz;FORTALEZA;CE;60811341.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;A produção, engarrafamento, distribuição, compra e venda, industrialização, comercialização, inclusive atacadista, e importação e exportação de produtos alimentícios e bebidas em geral, dentre outros.;ri.solarbr.com.br;
40.263.170/0001-83;27073;SOLVI ESSENCIS AMBIENTAL S.A.;;2009-08-26;Saneamento, Serv. Água e Gás;FASE OPERACIONAL;PRIVADO;Avenida Gonçalo Madeira, 400;Galpão Fundos;Jaguaré;SÃO PAULO;SP;5348000.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;Gerenciamento e valorização de resíduos, bem como, prestação de serviços de atendimento a emergência.;www.solviessencis.com.br/ri;
33.386.210/0001-19;10880;SONDOTECNICA ENGENHARIA SOLOS S.A.;SONDOTECNICA S/A.;1954-01-01;Construção Civil, Mat. Constr. e Decoração;FASE OPERACIONAL;PRIVADO;Rua Voluntários da Pátria, 45;8º e 9º, 1001-1003;Botafogo;RIO DE JANEIRO;RJ;22270900.0;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;Serviços de Engenharia.;www.sondotecnica.com.br;['SOND3', 'SOND6', 'SOND5']
07.718.269/0001-57;20966;SPRINGS GLOBAL PARTICIPAÇÕES S/A - EM RECUPERAÇÃO JUDICIAL;SPRINGS GLOBAL;2005-11-24;Têxtil e Vestuário;EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE;PRIVADO HOLDING;Av. Lincoln Alves dos Santos;955;Distrito Industrial;MONTES CLAROS;MG;39404005.0;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;;www.springs.com;['SGPS3']
00.622.416/0001-41;22594;STATKRAFT ENERGIAS RENOVÁVEIS S.A.;DESENVIX ENERGIAS RENOVÁVEIS SA;1995-05-19;Energia Elétrica;FASE OPERACIONAL;PRIVADO;Rodovia José Carlos Daux, nº 5.550, km 5;Sala 235, 3º andar;Saco Grande;FLORIANÓPOLIS;SC;88032005.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;A Companhia atua no ramo de geração de energia elétrica por meio de fontes renováveis.;www.statkraft.com.br;['STKF3']
02.062.747/0001-08;16586;SUDESTE SA;SUDESTE S.A.;1997-07-22;Sem Setor Principal;FASE OPERACIONAL;PRIVADO;Av. PRESIDENTE ANTONIO CARLOS Nº 51;51º andar (parte);Centro;RIO DE JANEIRO;RJ;20020010.0;BKR - LOPES, MACHADO AUDITORES;Participação em outras sociedades.;http://www.sudestenet.com.br/home/index.aspx;['OPSE3']
13.584.310/0001-42;23957;SUGOI S.A.;SUGOI INCORPORADORA E CONSTRUTORA S.A.;2011-04-19;Construção Civil, Mat. Constr. e Decoração;FASE OPERACIONAL;PRIVADO;Avenida das Nações Unidas 11.633;8º andar;Chácara Itaim;SÃO PAULO;SP;4533085.0;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;CNAE 41.10-07-00 - Incorporação de empreendimentos imobiliários.;http://www.sugoisa.com.br/;
01.957.772/0001-89;16438;SUL 116 PARTICIPAÇÕES S.A.;OPPORTUNITY SUL S.A.;1997-06-05;Telecomunicações;FASE OPERACIONAL;PRIVADO HOLDING;Avenida Rio Branco, nº 311;Sala 523 (parte);Centro;RIO DE JANEIRO;RJ;20040903.0;RSM BRASIL AUDITORES INDEPENDENTES LTDA.;Participação em outras sociedades, comerciais ou civis, nacionais ou estrangeiras, como sócia, acionista ou quotista e a participação, como quotista, em fundos de investimento.;http://sul116participacoes.mzweb.com.br;['OPTS3']
60.651.809/0001-05;9067;SUZANO HOLDING S.A.;SUZANO HOLDING S.A.;1954-02-26;Papel e Celulose;FASE OPERACIONAL;PRIVADO;Av. Brigadeiro Faria Lima, 1355;21º andar;Jardim Paulistano;SÃO PAULO;SP;1452919.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;Sociedade Holding - Participação como acionista ou quotista no capital social de outras sociedades;www.suzanoholding.com.br;['NEMO3', 'NEMO5', 'NEMO6']
16.404.287/0001-55;13986;SUZANO S.A.;SUZANO PAPEL E CELULOSE SA;1987-12-08;Papel e Celulose;FASE OPERACIONAL;PRIVADO;Av. Professor Magalhães Neto,1752 - 10º andar;Salas 1009/1010/1011;Pituba;SALVADOR;BA;41810012.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;Indústria e Comércio de Papel e Celulose;www.suzano.com.br/ri;['SUZB3']
08.801.621/0001-86;21040;SYN PROP & TECH S.A.;SYN PROP & TECH S.A.;2007-04-11;Construção Civil, Mat. Constr. e Decoração;FASE OPERACIONAL;PRIVADO;Avenida Brigadeiro Faria Lima, 3.600;Conj. 141 e 142;Itaim Bibi;SÃO PAULO;SP;4538132.0;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;Desenvolvimento, locação, administração e operação de imóveis comerciais;www.syn.com.br;['SYNE3']
02.860.694/0001-62;22454;T4F ENTRETENIMENTO SA;T4F ENTRETENIMENTO SA;1998-11-18;Brinquedos e Lazer;FASE OPERACIONAL;PRIVADO;Rua Cristiano Viana, nº 401;15º andar;Pinheiros;SÃO PAULO;SP;5411000.0;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;Atuação no setor de entretenimento ao vivo, através da operação de casas de espetáculos e de bilheterias, da comercialização de alimentos, bebidas e produtos promocionais e da negociação de patrocínio;www.ri.t4f.com.br;['SHOW3']
92.781.335/0001-02;6173;TAURUS ARMAS S.A.;TAURUS ARMAS S.A.;;Máquinas, Equipamentos, Veículos e Peças;FASE OPERACIONAL;PRIVADO;Avenida São Borja;2181/Prédio A;Fazenda São Borja;SÃO LEOPOLDO;RS;93035411.0;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;Indústria e comércio de armas;www.taurusri.com.br;['TASA3', 'TASA4']
26.345.998/0001-50;26077;TC S.A.;;2016-09-15;Comunicação e Informática;FASE OPERACIONAL;PRIVADO;Avenida Presidente Juscelino Kubitschek, nº 1830;Torre2, 5 andar,cj52;Vila Nova Conceição;SÃO PAULO;SP;4543900.0;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;Desenvolvimento e gestão de plataformas para oferecer produtos e serviços para o mercado financeiro.;www.tc.com.br/ri;['TRAD3']
12.919.786/0001-24;24066;TCP - TERMINAL DE CONTÊINERES DE PARANAGUÁ S.A.;TCP - TERMINAL DE CONTÊINERES DE PARANAGUÁ S.A.;2010-10-27;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO;Av. Portuária, s/nº;Porto;Dom Pedro II;PARANAGUÁ;PR;83221570.0;KPMG AUDITORES INDEPENDENTES LTDA.;Exploração de instalações portuárias e de área, atividade de operador portuário, demovimentação e armazenagem de carga e contêineres, veículos automotivos, bens, produtos eequipamentos.;www.tcp.com.br/ri;
08.424.178/0001-71;11215;TECBLU - TECELAGEM BLUMENAU S/A.;TECBLU;;Têxtil e Vestuário;PARALISADA;PRIVADO;ROD. BR 101, KM 15;SN;JARDIM BLUMENAU;PARNAMIRIM;RN;59150000.0;TADEU MANOEL RODRIGUES DE ARAÚJO;CONSTITUI OBJETO PRINCIPAL DA SOCIEDADE A INDÚSTRIA E O COMÉRCIO DE PRODUTOS TÊSTEIS;;
09.295.063/0001-97;22519;TECHNOS SA;TECHNOS SA;2007-11-21;Comércio (Atacado e Varejo);FASE OPERACIONAL;PRIVADO;Avenida das Américas, nº 4200, 6º pavimento;Bloco 05;Barra da Tijuca;RIO DE JANEIRO;RJ;22640102.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;A Companhia tem por objeto social a participação em outras sociedades, como sócia ou acionista, no país ou no exterior.;www.grupotechnos.com.br;['TECN3']
17.359.233/0001-88;26760;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;1968-10-14;Comércio (Atacado e Varejo);FASE OPERACIONAL;PRIVADO;Via Municipal Manoel Jacinto Coelho Jr., S/N;;Tapera;CONTAGEM;MG;32150245.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários.;https://ri.tambasa.com;
08.065.557/0001-12;20435;TECNISA S/A;TECNISA S/A;2006-05-22;Construção Civil, Mat. Constr. e Decoração;FASE OPERACIONAL;PRIVADO;Avenida Nicolas Boer, 399;5º andar - Unid 502S;Jardim das Perdizes;SÃO PAULO;SP;1140060.0;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;Incorporação, compra e venda de imóveis prontos e a construir, locação e administração de bens imóveis, construção de imóveis e a prestação de serviço de consultoria imobiliária.;https://ri.tecnisa.com.br/;['TCSA3']
33.111.246/0001-90;11207;TECNOSOLO ENGENHARIA SA EMPRESA FALIDA;TECNOSOLO S/A - EM RECUPERAÇÃO JUDICIAL;1957-01-01;Construção Civil, Mat. Constr. e Decoração;FALIDA;PRIVADO;RUA DO CARMO, 8;8º ANDAR;CENTRO;RIO DE JANEIRO;RJ;20011020.0;TAG AUDITORIA E CONSULTORIA EMPRESARIAL S/S;;;
02.351.144/0001-18;20800;TEGMA GESTÃO LOGÍSTICA SA;TEGMA GESTÃO LOGÍSTICA SA;1998-01-05;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO;Av. Nicola Demarchi, 2000;1º andar;Demarchi;SÃO BERNARDO DO CAMPO;SP;9820655.0;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;Prestação de serviços de logística para a indústria automotiva, química e de bens de consumo, como o transporte, gerenciamento de estoques e pátios, atividades de armazém geral, PDI, dentre outras.;www.tegma.com.br;['tgma3']
30.213.493/0001-09;25844;TEGRA INCORPORADORA S.A.;;2018-02-15;Construção Civil, Mat. Constr. e Decoração;FASE OPERACIONAL;PRIVADO;Avenida das Nações Unidas, nº 14.401;1º andar;Chacara Sto Antonio;SÃO PAULO;SP;4730090.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;A Companhia tem como foco de suas atividades a incorporação e construção de empreendimentos residenciais de médio e alto padrão.;www.tegraincorporadora.com.br;['TEGA']
